visitante_id,fecha,dia_semana,semana,sucursal,variante,categoria,compro,monto_ars
VIS0003958,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003959,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003960,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,58333.58
VIS0003961,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003962,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003963,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003964,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,57315.21
VIS0003965,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,74909.88
VIS0003966,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003967,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,24678.83
VIS0003968,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003969,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003970,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003971,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003972,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003973,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,37785.14
VIS0003974,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003975,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003976,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003977,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003978,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003979,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003980,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003981,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003982,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003983,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,44742.46
VIS0003984,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003985,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,75034.83
VIS0003986,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003987,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003988,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003989,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003990,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,36491.16
VIS0003991,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003992,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003993,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003994,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003995,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003996,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003997,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003998,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0003999,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004000,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004001,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,51386.83
VIS0004002,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,41992.04
VIS0004003,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004004,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,17364.88
VIS0004005,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004006,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004007,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004008,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004009,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004010,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004011,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004012,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004013,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004014,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004015,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004016,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004017,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004018,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004019,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004020,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,55456.37
VIS0004021,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004022,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004023,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004024,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004025,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004026,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004027,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004028,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004029,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004030,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,66901.13
VIS0004031,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,46039.59
VIS0004032,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004033,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,36227.71
VIS0004034,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004035,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004036,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004037,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004038,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004039,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004040,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,50466.07
VIS0004041,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004042,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,60081.42
VIS0004043,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,40109.04
VIS0004044,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,50310.74
VIS0004045,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004046,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004047,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004048,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,37498.71
VIS0004049,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004050,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004051,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004052,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,34088.87
VIS0004053,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004054,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004055,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,45292.8
VIS0004056,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004057,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004058,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,64555.18
VIS0004059,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004060,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004061,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004062,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004063,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,57098.19
VIS0004064,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004065,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004066,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,74578.73
VIS0004067,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004068,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004069,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004070,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004071,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004072,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004073,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004074,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,36167.91
VIS0004075,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004076,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004077,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004078,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004079,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,30841.33
VIS0004080,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,40561.7
VIS0004081,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004082,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,False,
VIS0004083,2026-03-12,Jueves,2,Centro,B,Bebidas y almacén,True,41275.09
VIS0004084,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,40724.51
VIS0004085,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004086,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004087,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004088,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,60577.05
VIS0004089,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,102370.82
VIS0004090,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004091,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004092,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004093,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,72443.92
VIS0004094,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004095,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,66557.03
VIS0004096,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004097,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004098,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004099,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004100,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004101,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004102,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004103,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004104,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004105,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004106,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,57182.62
VIS0004107,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004108,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004109,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004110,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004111,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,65736.33
VIS0004112,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004113,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004114,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004115,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004116,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004117,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,36740.56
VIS0004118,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004119,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004120,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004121,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,67035.91
VIS0004122,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004123,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,49231.12
VIS0004124,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,50247.76
VIS0004125,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004126,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004127,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004128,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,65957.15
VIS0004129,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,74735.72
VIS0004130,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004131,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004132,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004133,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004134,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004135,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004136,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004137,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004138,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,47640.07
VIS0004139,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004140,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004141,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004142,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004143,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004144,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,41929.49
VIS0004145,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004146,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,71310.61
VIS0004147,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,44679.04
VIS0004148,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004149,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004150,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004151,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004152,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004153,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004154,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004155,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004156,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004157,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,12578.22
VIS0004158,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004159,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004160,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004161,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004162,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,67450.59
VIS0004163,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004164,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004165,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004166,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,True,66947.94
VIS0004167,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004168,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004169,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004170,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004171,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004172,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004173,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004174,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004175,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004176,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004177,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004178,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004179,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004180,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004181,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004182,2026-03-12,Jueves,2,Norte,B,Bebidas y almacén,False,
VIS0004183,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004184,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004185,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004186,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004187,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004188,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004189,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004190,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004191,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004192,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004193,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004194,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,17078.96
VIS0004195,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004196,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004197,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004198,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004199,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004200,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004201,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004202,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004203,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004204,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004205,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004206,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004207,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,34291.89
VIS0004208,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004209,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004210,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004211,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004212,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,43519.42
VIS0004213,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004214,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004215,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004216,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004217,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004218,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004219,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004220,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004221,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004222,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004223,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004224,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,75933.14
VIS0004225,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004226,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004227,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004228,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004229,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,40280.74
VIS0004230,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,61265.25
VIS0004231,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004232,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004233,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004234,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004235,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,46660.55
VIS0004236,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004237,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004238,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004239,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004240,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,47752.51
VIS0004241,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004242,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004243,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004244,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004245,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004246,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004247,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004248,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004249,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004250,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,22467.37
VIS0004251,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004252,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004253,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004254,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004255,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004256,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004257,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004258,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004259,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,51432.9
VIS0004260,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,34434.84
VIS0004261,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004262,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004263,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,60099.06
VIS0004264,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004265,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004266,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004267,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,53891.96
VIS0004268,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004269,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004270,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004271,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004272,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004273,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,35767.52
VIS0004274,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004275,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,55413.43
VIS0004276,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004277,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,True,55010.74
VIS0004278,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004279,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004280,2026-03-12,Jueves,2,Oeste,B,Bebidas y almacén,False,
VIS0004281,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004282,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004283,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004284,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004285,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004286,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004287,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004288,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,True,37109.29
VIS0004289,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004290,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004291,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004292,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,True,40763.89
VIS0004293,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,True,42239.72
VIS0004294,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004295,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,False,
VIS0004296,2026-03-12,Jueves,2,Sur,A,Bebidas y almacén,True,53914.57
